name,count
TJX,6
ACHC,6
BND,6
GLNG,6
AOBC,6
BLK,6
ADSK,6
ATVI,6
FCEL,6
HON,6
UTX,6
F,6
TEVA,6
AMAT,6
MYL,6
BUD,6
CL,6
CWEN,6
WAB,6
RDS.A,5
RDS.B,5
AZPN,5
LADR,5
AHOTF,5
AEO,5
HSY,5
AFL,5
UGA,5
ASNA,5
DKS,5
GLDM,5
DAL,5
DXJ,5
WDAY,5
EPD,5
PACD,5
ALL,5
AABA,5
HEDJ,5
APLE,5
E,5
ORCL,5
GD,5
HEXO,5
LEVI,5
DBUK,5
HPQ,5
MCEP,5
MELI,5
APA,5
APU,5
HRL,5
WY,5
TGT,5
IRDM,5
DOC,5
WEAT,5
EWG,5
VCR,5
AMLP,5
LRCDF,5
EDIT,5
EWC,5
EPR,5
DBX,5
IVV,5
GDXJ,5
PM,5
SSNLF,5
XLV,5
AVB,5
CMI,5
ARCC,5
SO,5
GNC,5
ABCB,5
ZS,5
OHI,5
CONE,5
RHHBY,5
GPC,5
GSG,5
SWAV,5
MMNFF,5
AMZA,5
AMVMF,5
NIO,5
IBB,5
AGO,5
PANW,5
ADI,5
ACRX,5
SEDG,5
HTZ,5
JAG,5
AEM,5
NTR,5
AAUKF,5
KEG,5
RDC,5
BHP,5
DHR,5
SRPT,5
FANG,5
SPYX,5
IFF,5
CMG,4
AHT,4
BKS,4
CNSL,4
LTC,4
GNL,4
QTS,4
SHV,4
TECL,4
BHR,4
DPLO,4
CREE,4
FDX,4
AMBA,4
GEAGF,4
ABEV,4
BL,4
BPY,4
UNH,4
REGN,4
SFIX,4
SUP,4
BDRLF,4
HUBS,4
PTCT,4
EQIX,4
AES,4
OAS,4
MAIN,4
SWCH,4
TCEHY,4
BIP,4
MRNA,4
BNO,4
DTIL,4
LOW,4
HBM,4
FMS,4
TWTR,4
BTI,4
VET,4
NXTTF,4
VTR,4
PPLT,4
IEMG,4
BTG,4
SOYB,4
V,4
ECC,4
CIO,4
TWLO,4
SDLP,4
WTR,4
APC,4
EB,4
AY,4
EFA,4
LC,4
ATUSF,4
SRC,4
CGBD,4
CDNA,4
CPRT,4
TRUP,4
AZO,4
ABR,4
OMER,4
DAX,4
DHY,4
BDCL,4
BDCS,4
DNR,4
TFX,4
BCRX,4
OMI,4
WTW,4
EWA,4
FXA,4
AIF,4
HCHDF,4
IDTI,4
YY,4
AMH,4
CLX,4
COP,4
TNA,4
LLY,4
NGD,4
NILSY,4
APF,4
PLAN,4
ALIT,4
VALE,4
TSLX,4
GSL,4
HZNP,4
ITB,4
BXG,4
VGT,4
IRM,4
CQQQ,4
DBA,4
FIVN,4
AOS,4
IYT,4
SFL,4
CBL,4
PSX,4
FNKO,4
FHL,4
TTD,4
ARNC,4
EPI,4
CHRW,4
MMP,4
ANF,4
EXR,4
TTI,4
MA,4
FLR,4
FCAU,4
HOV,4
MORL,4
KAR,4
NM,4
UVXY,4
TLRY,4
ORC,4
AMC,4
EOG,4
CRL,4
INDA,4
BMO,4
BDC,4
DEA,4
ABB,4
SRCL,4
LUV,4
RIO,4
TD,4
REI,4
TPIC,4
GLCNF,4
LB,4
FL,4
MMM,4
JCP,4
CM,4
FIT,4
GOL,4
SRE,4
USMV,4
ICPT,4
RRC,4
LVS,4
LBTYA,4
DISCA,4
WEN,4
LRCX,4
KEYS,4
INST,4
EXK,4
CXO,4
NSRGY,4
IAG,4
TMST,4
STMP,4
W,4
CCDBF,4
AGR,4
ACC,4
TTC,4
Y,3
CLD,3
ULTA,3
LL,3
CE,3
GDOT,3
ACRGF,3
IRET,3
GG,3
RUHN,3
DGX,3
AGRO,3
PRDSY,3
ENV,3
APLS,3
GALT,3
BPT,3
MGA,3
PLUG,3
DB,3
GLPG,3
SPLK,3
TERP,3
URBN,3
HEAR,3
CPE,3
CME,3
WHR,3
MOMO,3
AGI,3
TSQ,3
REPH,3
NKE,3
GMLP,3
HMLP,3
JJCTF,3
COPX,3
AGQ,3
SEA,3
ACIW,3
CRBP,3
DO,3
BDSI,3
PDLI,3
CBLK,3
DGBP,3
QCOM,3
AZUL,3
IJH,3
CELH,3
CHAP,3
PETX,3
SNH,3
ELOX,3
FKU,3
ZFGN,3
PLCE,3
AXSM,3
COUP,3
THERF,3
AMRX,3
ATEC,3
UPL,3
SJM,3
EQNR,3
IPI,3
ALNY,3
CCA,3
MDB,3
AZZVF,3
MLNX,3
UTHR,3
VPU,3
AIV,3
HK,3
CXW,3
GEO,3
OCUL,3
FPRX,3
DVAX,3
PSF,3
AQN,3
BRFRF,3
DBC,3
TGNA,3
TMO,3
EVOP,3
BAS,3
EXEL,3
GNCA,3
RDUS,3
SUPN,3
PETQ,3
SKT,3
PRTK,3
HPT,3
LZB,3
COLL,3
CCLP,3
SVMK,3
TOT,3
CPYYY,3
VXX,3
ZTO,3
TEUM,3
KDP,3
ALRM,3
ANET,3
MAXR,3
MNK,3
STWD,3
NEE,3
EUFN,3
NPRUF,3
ELLI,3
NOG,3
C,3
MKL,3
SBBP,3
CDXC,3
CMCSA,3
AUDS,3
ALPN,3
THO,3
BPMC,3
DRNA,3
BIIB,3
NITE,3
ADVM,3
AKAO,3
LIMAF,3
TXMD,3
EXAS,3
TIGR,3
PRAA,3
MDR,3
ACP,3
AFT,3
EW,3
ASND,3
BRFS,3
DY,3
PBR,3
EZU,3
ILMN,3
IYH,3
JO,3
VXXB,3
ADT,3
EGY,3
AYX,3
DK,3
DOVA,3
MKGAF,3
DE,3
XLRN,3
VNDA,3
HUYA,3
HX,3
SESN,3
NBR,3
HMHC,3
TYD,3
MRK,3
WCN,3
SBUX,3
CNP,3
EVRG,3
PEG,3
AM,3
XLP,3
AGS,3
DWDP,3
MDCO,3
SOXL,3
CTRP,3
AROC,3
CEQP,3
FSLR,3
SOXX,3
BGNE,3
AIZ,3
DHI,3
AJX,3
ARI,3
EGHSF,3
MGY,3
YEXT,3
USDU,3
VOD,3
QCAN,3
ALTAF,3
DEO,3
UNP,3
XBI,3
ETSY,3
CBS,3
HRI,3
ANDX,3
GSBD,3
KSU,3
QSR,3
FCELB,3
UAL,3
REZI,3
PUMP,3
HTGC,3
HSON,3
MEGEF,3
MEET,3
ABT,3
CAF,3
CVNA,3
BX,3
AGM,3
NEWM,3
MUX,3
PBW,3
ALLE,3
CLNC,3
VNQI,3
MRVL,3
LMT,3
TCRD,3
TRMLF,3
RGR,3
ARNA,3
GNFT,3
NKTR,3
SIVR,3
K,3
EXTN,3
ROST,3
SMLP,3
ONCE,3
YGYI,3
ADS,3
AN,3
BF.B,3
ASG,3
MLCO,3
AON,3
CCI,3
DLTR,3
USLV,3
ANCUF,3
PZZA,3
NMFC,3
CTST,3
SNAP,3
WFC,3
PAAS,3
TSG,3
PBA,3
APTS,3
BOX,3
AWR,3
SWDBF,3
USCR,3
CSLT,3
CORN,3
VNOM,3
VC,3
DIN,3
HENKY,3
BAX,3
NOBL,3
DBB,3
DLPH,3
VSM,3
BCC,3
CASA,3
LXP,3
GPS,3
AAOI,3
CULP,3
CRON,3
FTAI,3
HNI,3
MTZ,3
NYCB,3
SITC,3
RHP,3
WHLR,3
GORO,3
ACRE,3
ABC,3
AL,3
PEB,3
LKQ,3
BGS,3
AKBA,3
RLJ,3
OKE,3
SEMG,3
JWN,3
CAI,3
ACAD,3
CISN,3
KWR,3
PEGI,3
DDD,3
TWNK,3
FIX,3
VCYT,3
CDPYF,3
TECK,3
PGR,3
TNDM,3
CVVTF,3
ALEAF,3
QLYS,3
ACA,3
CARG,3
VMW,3
TPH,3
PK,3
BKNG,3
LHCG,3
ANSS,3
ECA,3
IEP,3
KPTI,3
CZR,3
SBRCY,3
VYGR,3
PRGO,3
SRCI,3
USAC,3
CDNAF,3
ITRI,3
SNY,3
BCS,3
INDY,3
SNR,3
CARZ,3
ERI,3
SNE,3
WMGI,3
GTE,3
EGO,3
DF,3
STZ,3
XEC,3
GTX,3
MITT,3
MESO,3
PNLYY,3
SLCA,3
TEX,3
HASI,3
TREX,3
DNKN,3
VTIP,3
SSTK,3
HMSY,3
ROKU,3
OUT,3
ATH,3
HIMX,3
TVTY,3
MOS,3
CRZO,3
ALSN,3
FTI,3
TGH,3
HT,3
TGCDF,3
SNCAF,3
PSHZF,3
MFA,3
WPG,3
OTTR,3
FCX,3
QEP,3
RCM,3
AUY,3
CDE,3
PAGS,3
ICLR,3
CHD,3
HLX,3
JACK,3
OXY,3
XIN,3
NCLH,3
APPN,3
GIL,3
CFPUF,3
RARE,3
WPC,3
CSS,3
SWKS,3
MIC,3
CECO,3
HSC,3
INTU,3
SUI,3
GOGL,3
NVTA,3
SAND,3
GDI,3
FXCOF,2
PCI,2
MIN,2
SGAPY,2
CRIS,2
BT,2
CCRGF,2
AIRB,2
GNL.PA,2
RNET,2
AGYS,2
RFP,2
VTSMX,2
DGRW,2
TECS,2
VBTLX,2
CHGG,2
AOCIF,2
BKE,2
RSP,2
HCAP,2
WSC,2
HRVOF,2
IJR,2
HYGS,2
GSVC,2
VSTO,2
BXEFF,2
BIOS,2
VUZI,2
TUSK,2
LMCNF,2
ICE,2
SMTX,2
HWCC,2
ATAI,2
REDU,2
PCTI,2
UTSI,2
SOI,2
RESN,2
DOCU,2
MDCA,2
MNDJF,2
S,2
SAFM,2
CINF,2
HRC,2
UBS,2
IVTJF,2
SELB,2
BREW,2
YYY,2
MYMSF,2
GLOP,2
DUFRY,2
JCAP,2
CPER,2
TCLAF,2
BPL,2
HTHT,2
SLX,2
MT,2
ACN,2
RWEOY,2
SAFLF,2
AQST,2
AWLCF,2
VIVE,2
GAIN,2
AVID,2
JBL,2
WSPOF,2
MOR,2
DLAKF,2
NGG,2
MNTX,2
IIPR,2
PRBZF,2
FPI,2
VFF,2
AXU,2
TRZBF,2
PPDF,2
FSM,2
SND,2
SNDX,2
PFNX,2
EWJ,2
FXY,2
SLCJY,2
HUD,2
SCOO,2
HSIC,2
XONE,2
IDSY,2
NFYEF,2
CI,2
TEN,2
SMSOF,2
GCO,2
NTRA,2
NNBR,2
CATB,2
ACHN,2
RTRX,2
LNXSF,2
NNDM,2
LXRX,2
DS,2
ARZGF,2
SMRT,2
HMLSF,2
I,2
TIPT,2
CVGI,2
AGEN,2
TTWO,2
SHOP,2
AFIN,2
EARS,2
CWSRF,2
KPLUY,2
TU,2
MGM,2
BJRI,2
DMB,2
CY,2
XME,2
MPW,2
RQI,2
GDS,2
YGRAF,2
DOMO,2
BNEFF,2
VKTX,2
MLNT,2
TPCO,2
FTSI,2
HPE,2
ENAKF,2
HRVSF,2
ESTE,2
DLNG,2
MOGO,2
XLRE,2
EWQ,2
FLFR,2
RAIFF,2
AAXN,2
AYR,2
UL,2
CLSD,2
AXDX,2
PTGX,2
DENN,2
VICR,2
GUSH,2
HMTV,2
GTN,2
COHU,2
HCHC,2
NRE,2
RC,2
LTM,2
IEI,2
GLMD,2
QHC,2
GECC,2
PEIX,2
AIG,2
PDD,2
SENS,2
VRNA,2
SYRS,2
GNMK,2
TGA,2
INS,2
NBIX,2
PRU,2
FMCC,2
EXPR,2
KMRPF,2
CVU,2
CIEN,2
SCHH,2
HKMPF,2
MCHI,2
MLCPF,2
RAD,2
CPYYF,2
LMRK,2
NLY,2
MCK,2
CEFL,2
GF,2
CFRUY,2
APEI,2
HTGM,2
NEON,2
BPI,2
GBERY,2
CLW,2
CRNCY,2
CNI,2
MAR,2
BEP,2
SCCAF,2
BKEP,2
CEE,2
OCC,2
TRMD,2
OTIC,2
BBBY,2
TEDU,2
GILD,2
FND,2
SHNWF,2
PCRTF,2
RRTS,2
OXFD,2
ASPU,2
MRUS,2
VTNR,2
STXS,2
ERYP,2
KLXE,2
FPAY,2
AXGT,2
SAGE,2
URGN,2
IAF,2
NVTR,2
INSW,2
TGP,2
INGR,2
IRL,2
EIRL,2
WM,2
KEYW,2
RUBY,2
ABDC,2
ITCI,2
AERI,2
LXFR,2
AR,2
FMX,2
BJ,2
SPG,2
HSBC,2
BGFV,2
FIZZ,2
VER,2
VHT,2
GGBXF,2
BNDX,2
BWX,2
GIM,2
CCXI,2
AGFS,2
KIN,2
ADC,2
BEAT,2
QTWO,2
SIRI,2
APD,2
OBE,2
TRHC,2
MCRB,2
JNCE,2
EL,2
MYOK,2
EROS,2
CTMX,2
SBPH,2
GARS,2
XAN,2
POYYF,2
ASA,2
CNTY,2
CS,2
ACRZF,2
SLNCF,2
ADMS,2
FLL,2
LPI,2
HCM,2
CTSH,2
PGHEF,2
GOOD,2
COLD,2
HLNFF,2
PDPYF,2
TPL,2
SPXL,2
BCE,2
MIME,2
LIN,2
CRAK,2
INWK,2
NMM,2
TCP,2
EQM,2
SMH,2
EXETF,2
FREL,2
JJGTF,2
TGTX,2
HFC,2
CDNS,2
OMC,2
FXC,2
MRSN,2
LONE,2
CNAT,2
SYF,2
DRRX,2
YPF,2
HOG,2
QTT,2
APTV,2
JBLU,2
ROK,2
HAS,2
SAUC,2
UMH,2
NAV,2
OKTA,2
NWHUF,2
NCSM,2
ERA,2
NVEE,2
LOMA,2
TUP,2
LAD,2
FLY,2
CWH,2
DSKE,2
OSG,2
IFPJF,2
EGLE,2
ASRT,2
OEC,2
CAKE,2
ALDX,2
CIK,2
VFL,2
EGFEY,2
CPG,2
LGND,2
CTTAF,2
CALA,2
FGEN,2
ARKK,2
WRK,2
WTI,2
NIB,2
QCLN,2
MTCH,2
TSM,2
HCP,2
NNN,2
TTOO,2
AWP,2
IGR,2
MAV,2
KKWFF,2
DPSTF,2
INSY,2
CTSO,2
JYNT,2
WLDN,2
AUTO,2
DESP,2
RAND,2
KFY,2
GWRS,2
SDPI,2
AMP,2
SQM,2
ALARF,2
PARXF,2
MAA,2
COR,2
MIDD,2
SU,2
REVG,2
SSYS,2
CECE,2
NEWT,2
PIRGF,2
BOSSY,2
TECD,2
TPVG,2
BKCC,2
CRCM,2
GPRK,2
TGLS,2
ALBO,2
ABM,2
EWUS,2
IGT,2
CMTL,2
ITW,2
VGR,2
AMIGF,2
MEI,2
CLMT,2
OTCM,2
HDSN,2
CTK,2
DL,2
COOP,2
GAIA,2
CURO,2
ELVT,2
NM.PG,2
NM.PH,2
AGNCB,2
AGNCN,2
SUN,2
GNFTF,2
IONS,2
SSI,2
HRB,2
BGAVF,2
EXG,2
SPMYY,2
CSL,2
NHTC,2
ETW,2
DBD,2
KOLD,2
HEI,2
LULU,2
LNVGY,2
XIACF,2
RST,2
DLGNF,2
ARGKF,2
MRRCF,2
GBNXF,2
INXN,2
WHF,2
CCRN,2
GIFI,2
HCCI,2
SEMFF,2
SSW,2
ROAD,2
MRC,2
PMTS,2
SQBG,2
OPTN,2
AEGXF,2
BTE,2
AMRC,2
MTLS,2
JSTLF,2
AXNNF,2
REGI,2
VCEL,2
CABO,2
EPZM,2
EWY,2
EV,2
BRX,2
OOMA,2
ROP,2
UNFI,2
NGHC,2
VSLR,2
VLRX,2
UGLD,2
CCJ,2
SBR,2
PBI,2
DVYE,2
KURA,2
CCO,2
ATGFF,2
NEW,2
AVAV,2
IKTSF,2
ALGN,2
GDP,2
WB,2
OTEL,2
GNK,2
EDVMF,2
JASN,2
SPGYF,2
CPTA,2
EVKIF,2
BBJP,2
DBJP,2
AFI,2
RNLSY,2
LEAF,2
SNEC,2
ASM,2
GMS,2
SD,2
MAT,2
YETI,2
PRA,2
CMTA,2
ASHTF,2
AMR,2
AFRAF,2
AHBIF,2
BUDFF,2
AMSF,2
ETN,2
BST,2
MRRL,2
REML,2
CAH,2
IQ,2
AFH,2
OPK,2
STX,2
UPWK,2
ATHM,2
CWBHF,2
OGS,2
IVW,2
MD,2
MJDLF,2
XON,2
CWST,2
SPKE,2
ESTC,2
WELL,2
SLG,2
PPL,2
LUNA,2
TNEYF,2
MASI,2
ENTG,2
AB,2
FRAC,2
BCPC,2
ARESF,2
GRMN,2
BMWYY,2
FRT,2
DUAVF,2
PSLV,2
PBYI,2
FDN,2
AAVVF,2
ECNCF,2
ADDYY,2
KEYUF,2
STAY,2
FSK,2
PRIM,2
BWLLF,2
EPRT,2
CMD,2
SRI,2
ARRS,2
OCINF,2
GRIN,2
RSAIF,2
AMADF,2
POFCF,2
SPOXF,2
DCO,2
ENGGF,2
BMCH,2
SFTBY,2
AA,2
INGXF,2
DGLD,2
AZN,2
IBP,2
BVRDF,2
SWX,2
COCAL,2
GOLF,2
IMIAF,2
CNFR,2
SPAR,2
CADNF,2
LAUR,2
EBKOF,2
DAVA,2
ACSAF,2
SAPMF,2
TCNGF,2
AESAY,2
TRS,2
OZMLF,2
RBA,2
TFECF,2
ALG,2
EBIX,2
RSX,2
XRAY,2
MLFNF,2
KOP,2
BLDR,2
MYE,2
ZIXI,2
PLYA,2
NVAX,2
PSTG,2
RUN,2
STRA,2
GPK,2
GMPXF,2
GCAP,2
AT,2
FTCH,2
JOBS,2
UVE,2
VRS,2
PLNT,2
SCOR,2
AMBC,2
LVMUY,2
NOMD,2
FSS,2
ZMTP,2
TDOC,2
RAIL,2
FTDR,2
DOLLF,2
EDV,2
ICUI,2
BAESY,2
BAESF,2
HYS,2
SJNK,2
BGH,2
COIN,2
AQMS,2
SUBCY,2
ATRS,2
CNCE,2
CBAY,2
FLXN,2
HHC,2
EIX,2
KRA,2
VRTV,2
PDCE,2
CYBR,2
RYCEY,2
ARGX,2
SAVE,2
STN,2
NRG,2
PDCO,2
TROX,2
TYL,2
SBOW,2
NLSN,2
INSP,2
VST,2
SJI,2
GEF,2
FOLD,2
DAR,2
FRO,2
CWT,2
CARS,2
QRTEA,2
MKKGY,2
AMWD,2
CODI,2
PRAH,2
NVCR,2
FOE,2
CROX,2
GWPH,2
ECPG,2
HCLP,2
CHTR,2
MGRC,2
OXSQ,2
KHNGF,2
BILI,2
CDNTF,2
CWK,2
ENDP,2
NSP,2
SVVC,2
LBTYK,2
EBS,2
PE,2
BK,2
EWM,2
DISCK,2
RHT,2
ADRNY,2
NTIOF,2
TWODF,2
ALEX,2
SASDF,2
VGZ,2
RUBI,2
LXU,2
BDRFF,2
LQD,2
TAC,2
DREUF,2
KLAC,2
SVYSF,2
PGTI,2
ITVPF,2
ASPS,2
DRQ,2
WP,2
MGNX,2
INGN,2
ENIA,2
KKR,2
EE,2
OMP,2
PLRUF,2
EYE,2
PNM,2
NNDIF,2
RRD,2
PS,2
WEIGF,2
HPR,2
ORA,2
ODP,2
EDRVF,2
BTA,2
CLH,2
BAYZF,2
CIR,2
OCN,2
LIVN,2
GCP,2
MTDR,2
FPLSF,2
TS,2
NGL,2
GTY,2
BKLN,2
FLMN,2
CW,2
FRPT,2
RRGB,2
WAAS,2
POCEF,2
ODPVY,2
RESI,2
UAA,2
WYNN,2
SE,2
LVMHF,2
DX,2
DKL,2
PALAF,2
SPRWF,2
PSXP,2
SCHP,2
BZLFY,2
TXN,2
SCBFF,2
ELEZF,2
VEC,2
JBT,2
JAZZ,2
CDXS,2
COIHF,2
LGIH,2
SRHGF,2
AXGN,2
AKCA,2
THLEF,2
SERV,2
XRP-USD,2
TVPKF,2
LNG,2
PRFT,2
SNHY,2
THC,2
KBR,2
ROGFF,2
NTRI,2
LDL,2
AVNS,2
MEGGF,2
BWEN,2
RLGY,2
TRTX,2
OSPN,2
BASFY,2
GSM,2
NOA,2
BLD,2
WYND,2
AISSF,2
CRD.A,2
MEDP,2
BWXT,2
TRI,2
LILAK,2
FCN,2
CAPL,2
TVIX,2
TLRA,2
LOPE,2
FBM,2
FRFHF,2
PALL,2
TPR,2
SCCO,2
KRE,2
NSRGF,2
NVO,2
SHAK,2
TWOU,2
BOARF,2
RP,2
ELGX,2
SBRA,2
VEON,2
COG,2
CELTF,2
FURGF,2
SSL,2
SSRM,2
KL,2
KGC,2
LBTSF,2
AWI,2
STAR,2
BB,2
JT,2
FI,2
DAIO,2
WU,2
IVZ,2
SSO,2
CRI,2
AEOMF,2
AMSLF,2
ARRRF,2
BOSC,2
CAGDF,2
IMDZ,2
GASS,2
EIDO,2
TZA,2
HRS,2
NHI,2
TNC,2
ICLN,2
COLM,2
CCOI,2
BOWFF,2
ROCK,2
CBWTF,2
FOCS,2
EME,2
ERIC,2
TRGP,2
NBLX,2
URI,2
SATS,2
SPN,2
GTLS,2
HCC,2
CODGF,2
PQG,2
OR,2
CATM,2
NOC,2
SSREF,2
DTEGF,2
LWSCF,2
SCL,2
HRNNF,2
APYX,2
IIN,2
HLF,2
BRC,2
BOUYF,2
CBD,2
PYTCF,2
MSA,2
ANIK,2
MCRN,2
NUACF,2
HF,2
XOG,2
ARD,2
ECSIF,2
PSO,2
TDS,2
CUBE,2
COT,2
AIMC,2
ECOL,2
BVN,2
AVH,2
RELX,2
CNK,2
ITGR,2
LNT,2
GMHLF,2
EHTH,2
WDOFF,2
CFPZF,2
TRAGF,2
CIB,2
RMAX,2
HMCBF,2
MDRX,2
EKTAF,2
UAN,2
B,2
COLFF,2
SWM,2
ERIE,2
KREF,2
PPG,2
IPG,2
ARMCO,2
OROCF,2
HEES,2
TREVF,2
ORAN,2
NCMI,2
CENX,2
AMKAF,2
KALU,2
AXAHF,2
FLS,2
IART,2
WPX,2
STOR,2
CRK,2
ES,2
TNK,2
PXD,2
CSTM,2
GHDX,2
ESRT,2
VG,2
SM,2
EFC,2
LBY,2
BG,2
VMI,2
NDSN,2
OC,2
SHLX,2
PLAB,2
CJ,2
COMM,2
VIPS,2
IRT,2
OGE,2
TX,2
SREV,2
XPER,2
IVR,2
AHL,2
KIO,2
SGGKF,2
OGFGF,2
STOSF,2
GSK,2
KLDO,2
A,2
TSU,2
ROG,2
EVTC,2
MANT,2
INOV,2
GLAPF,2
RBBN,2
GDDY,2
FSNUF,2
TKC,2
TXRH,2
PPRQF,2
DAKT,2
ETR,2
SAH,2
QUAD,2
JEC,2
CNDT,2
HST,2
FE,2
AWK,2
IBDSF,2
NTB,2
ILPT,2
VRSK,2
CRNT,2
IOSP,2
ARNGF,2
WIX,2
UNIEF,2
WLK,2
VNTR,2
NI,2
ESEA,2
VIV,2
WOLTF,2
MTUAF,2
ENLK,2
IPHS,2
BESIY,2
WOLWF,2
VPG,2
SPKKY,2
APAJF,2
UA,2
IHG,2
OCANF,2
SITE,2
OISHF,2
LMAT,2
ECL,2
GPDNF,2
MDLZ,2
SQNS,2
SAUHF,2
MUB,2
BPMUF,2
WWR,2
PDMDF,2
XLB,2
CMTOY,2
CTB,2
CTG,2
AU,2
NBL,2
WBT,2
AAWW,2
DOOR,2
SB,2
JELD,2
NEO,2
ALIM,2
AGPPF,2
APY,2
ENBL,2
RBGPF,2
LDOS,2
EMRAF,2
NWTUF,1
VRIG,1
FFIV,1
ESGR,1
RVRS,1
NTTHF,1
QSEP,1
DLRVF,1
SDIPF,1
ATOS,1
KIRK,1
PIAIF,1
MRKR,1
IMH,1
SIC,1
CB,1
EPE,1
III,1
STLJF,1
ISVLF,1
KNDI,1
FTEK,1
BOOT,1
THETA-USD,1
MMAC,1
HAIR,1
ALO,1
NEWR,1
KTHN,1
AMCA,1
DVP,1
FDSWX,1
KELTF,1
SA,1
AVDL,1
AFK,1
ESG,1
FPXI,1
PHII,1
PHIIK,1
HNGR,1
CXDC,1
CTRN,1
ASGOF,1
LRCPF,1
COE,1
KHTRF,1
VFC,1
AER,1
JCAP.PB,1
SPE,1
NISTF,1
TTPH,1
PVTL,1
BAFBF,1
GDEN,1
REFR,1
RMNI,1
TRTC,1
GHG,1
FRSH,1
GVP,1
AQSZF,1
RMED,1
NDLS,1
ZUMZ,1
TLYS,1
VRAY,1
BTX,1
ENT,1
CLBS,1
BNGO,1
FEIM,1
CRMD,1
ASV,1
ASUR,1
ACHV,1
SDS,1
OXBDF,1
PAR,1
HSDT,1
EXXRF,1
GBLBF,1
GBLBY,1
ATHX,1
ERJ,1
BLFS,1
MRAM,1
QRHC,1
ZSAN,1
AMTX,1
NXPI,1
KNOP,1
MBII,1
GBIL,1
NEAR,1
AXAS,1
UXIN,1
NGS,1
TALO,1
PNWRF,1
BATRA,1
RDNT,1
VTGDF,1
AVLR,1
NEOS,1
TCBK,1
GBCI,1
BAYRY,1
ANGO,1
INOD,1
AP,1
DIIBF,1
RMTI,1
LX,1
VNRX,1
SMSEY,1
LCUT,1
SRLP,1
FECCF,1
ACTG,1
ZPTAF,1
APM,1
NTEC,1
CLLS,1
AMTD,1
AMOT,1
MSI,1
CNNE,1
NWPX,1
MCUIF,1
JMIA,1
BGT,1
CRHM,1
EYPT,1
PGNX,1
INFI,1
AGGZF,1
SNN,1
OSIR,1
ALOT,1
BBRE,1
EWRE,1
RIBT,1
PPRUY,1
MPO,1
FTD,1
HMI,1
MFCSF,1
MPSYF,1
KINS,1
INAP,1
NWKRF,1
WOPEF,1
WOPEY,1
AAXJ,1
EWI,1
EVN,1
SLCJF,1
CANE,1
FAAFX,1
FAIRX,1
IFLY,1
CLDR,1
FPH,1
SYNC,1
BWMXF,1
SMTC,1
ZDGE,1
SRT,1
FNJN,1
EYES,1
SFS,1
MGEN,1
TLRD,1
SVRA,1
NEPH,1
SMSI,1
EVTZF,1
EOI,1
ETB,1
ETY,1
HHS,1
EMLAF,1
FLNT,1
SIUMF,1
AFGVF,1
QBCRF,1
OILK,1
TW,1
GLBS,1
VLEEF,1
RCKXF,1
BIRDF,1
IMV,1
LBM,1
HPF,1
FII,1
IMXI,1
CESDF,1
AKR,1
DGRO,1
ABSSF,1
BOTZ,1
GV,1
VRA,1
TISI,1
